Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR11780537_2 - polya	(1, 0.03111708102181616)	(2, 0.04330136883725101)	(3, 0.048127012418174374)	(4, 0.0559540460679479)	(5, 0.0617041424421516)	(6, 0.06693038223349644)	(7, 0.07317968311607152)	(8, 0.08661506371174575)	(9, 0.10331684417701052)	(10, 0.12093075139831189)	(12, 0.13437845803122986)	(14, 0.1549845107934486)	(16, 0.18351004248476888)	(18, 0.20133041082990283)	(20, 0.22181628472899512)	(22, 0.24371040838318447)	(24, 0.26455065585303417)	(26, 0.2891349371356693)	(28, 0.3090014276632638)	(30, 0.3271700065605333)	(32, 0.3429473342325178)	(34, 0.35904205736352846)	(36, 0.3728657081323804)	(38, 0.38669552191985423)	(40, 0.4060227483180352)	(42, 0.4203517666138804)	(44, 0.43614142032310854)	(46, 0.453471828687804)	(48, 0.4675512447294635)	(50, 0.48161833473387927)	(52, 0.4999101740035863)	(54, 0.5261523072955041)	(56, 0.5454117404888444)	(58, 0.5616420500295363)	(60, 0.5780911467313044)	(62, 0.5924386540830153)	(64, 0.608058824780142)	(66, 0.6247852573198942)	(68, 0.6410710340281829)	(70, 0.6601794732652875)	(72, 0.6788719087454158)	(74, 0.6942024175673148)	(76, 0.7135512145306723)	(78, 0.7297938501086079)	(80, 0.743087481275979)	(82, 0.7573086467459416)	(84, 0.7785987945751878)	(86, 0.8013002736688419)	(88, 0.8160206436471757)	(90, 0.8323249094113301)	(92, 0.8483148612257689)	(94, 0.8699254860233523)	(96, 0.8856196129439415)	(98, 0.8984263656401852)	(100, 0.9109342119332681)	(102, 0.9249304272235324)	(104, 0.9382764440491895)	(106, 0.951323554471686)	(108, 0.966512313865282)	(110, 0.980141829547545)	(112, 0.9917067339914821)	(114, 1.0031668671188474)	(116, 1.0153603994622151)	(118, 1.027634051047667)	(120, 1.0386165502318372)	(122, 1.0478734042018845)	(124, 1.057866738897245)	(126, 1.0686766735600028)	(128, 1.0782385969518327)	(130, 1.0882966433427228)	(132, 1.0991404746079012)	(134, 1.1103017013321055)	(136, 1.1201717756550287)	(138, 1.12848568777593)
SRR11780537_2 - polyg	(1, 0.2688185462486784)	(2, 0.27053802844417985)	(3, 0.27063663674212973)	(4, 0.2707290820214578)	(5, 0.27083385333802956)	(6, 0.27092013559873573)	(7, 0.2710865371015262)	(8, 0.271376198976754)	(9, 0.27194319668996597)	(10, 0.2725841506266403)	(12, 0.2739954818910483)	(14, 0.27498156487054737)	(16, 0.27527738976439703)	(18, 0.27551774749064994)	(20, 0.2757272901237935)	(22, 0.2759768923779792)	(24, 0.2761402123714587)	(26, 0.27638057009771155)	(28, 0.27665174291707384)	(30, 0.2769044266805704)	(32, 0.2771509474254452)	(34, 0.2774005496796309)	(36, 0.2776439889151947)	(38, 0.2779367322997335)	(40, 0.27839279567775177)	(42, 0.27886118509301383)	(44, 0.27935730809207426)	(46, 0.2797733118490504)	(48, 0.2802016416432703)	(50, 0.2806638680399105)	(52, 0.2813109849952067)	(54, 0.28203205817396537)	(56, 0.28319070567487675)	(58, 0.28422917431266165)	(60, 0.2852152572921607)	(62, 0.2861520361226847)	(64, 0.287926985485783)	(66, 0.29012410162447927)	(68, 0.2920870230555445)	(70, 0.2943735029642579)	(72, 0.29682330286645076)	(74, 0.29967369897906515)	(76, 0.3028507350786386)	(78, 0.3067149477545504)	(80, 0.3111399951250523)	(82, 0.315759177582143)	(84, 0.320979254354866)	(86, 0.32659992733801047)	(88, 0.33222676333977674)	(90, 0.3385130423340831)	(92, 0.3458223824196196)	(94, 0.3554089578859367)	(96, 0.36612028425074483)	(98, 0.37949403466020043)	(100, 0.3955702687353455)	(102, 0.41335982198737015)	(104, 0.4359411222178978)	(106, 0.4658903112108698)	(108, 0.5015125588452722)	(110, 0.5465303283687137)	(112, 0.6025891457532333)	(114, 0.6733097844391791)	(116, 0.7590835961090399)	(118, 0.8678978528967574)	(120, 1.0101649747639794)	(122, 1.1799068336474932)	(124, 1.391591115762136)	(126, 1.6249322453140258)	(128, 1.8992975083223862)	(130, 2.243831819850035)	(132, 2.66548398339313)	(134, 3.139509479184867)	(136, 3.6606913119618336)	(138, 4.263360576957151)
SRR11780538_1 - illumina_universal_adapter	(1, 0.0017027389456427606)	(2, 0.0017805082724870213)	(3, 0.0018746500891932316)	(4, 0.0020138162530198033)	(5, 0.0020915855798640643)	(6, 0.002198006763966737)	(7, 0.002300334825603922)	(8, 0.002464059724223418)	(9, 0.002525456561205729)	(10, 0.002758764541738511)	(12, 0.0030677952878828104)	(14, 0.0035814821573014795)	(16, 0.00450448127326889)	(18, 0.005181893041307055)	(20, 0.00583679263578504)	(22, 0.006546949383547105)	(24, 0.007302130478429531)	(26, 0.008104382481665062)	(28, 0.009160408077760814)	(30, 0.011155805279685923)	(32, 0.013759031167735913)	(34, 0.016630356577275327)	(36, 0.019473030129556333)	(38, 0.022579710080861272)	(40, 0.026204170024050368)	(42, 0.03054492639869976)	(44, 0.03528476221373418)	(46, 0.040730661654065164)	(48, 0.048012326520167264)	(50, 0.05750018439516707)	(52, 0.06887087860429109)	(54, 0.08106429042897806)	(56, 0.09574018102898316)	(58, 0.11488985448376599)	(60, 0.13981083061488603)	(62, 0.17051334222850706)	(64, 0.2066904051397175)	(66, 0.2493796258935184)	(68, 0.3029401799156538)	(70, 0.37244139937962994)	(72, 0.4648825237014303)	(74, 0.5837693122727448)	(76, 0.7249943166994567)	(78, 0.8947299656595211)	(80, 1.1100343470278569)	(82, 1.39399062494858)	(84, 1.760603417937356)	(86, 2.1913493002766216)	(88, 2.6829619602389174)	(90, 3.267983767986101)	(92, 3.9873234359994867)	(94, 4.864794750783281)	(96, 5.861918268039434)	(98, 6.931424562975268)	(100, 8.102186521462329)	(102, 9.44097320371888)	(104, 10.971731422729256)	(106, 12.63352277122728)	(108, 14.320732410235983)	(110, 16.036796516065138)	(112, 17.870507194358563)	(114, 19.85662938077688)	(116, 21.94512260661827)	(118, 23.99653214292234)	(120, 25.98656530785643)	(122, 28.023370583203643)	(124, 30.14358141503009)	(126, 32.32330829406597)	(128, 34.44389773972047)	(130, 36.447786124200235)	(132, 38.43287889031848)	(134, 40.46051761790423)	(136, 42.52537715462989)	(138, 44.52985085562223)
SRR11780538_1 - polya	(1, 0.008792027055866947)	(2, 0.016540307883034604)	(3, 0.019286793057376656)	(4, 0.0243745442819775)	(5, 0.027468944865885976)	(6, 0.03078028094046529)	(7, 0.034189851954216297)	(8, 0.042994158377479705)	(9, 0.05370585986966025)	(10, 0.06498855194577627)	(12, 0.07244212795542884)	(14, 0.08438381274848836)	(16, 0.10231987539225416)	(18, 0.11285557261841875)	(20, 0.12448413354286846)	(22, 0.13744909895229981)	(24, 0.14848825024171936)	(26, 0.16499376658379733)	(28, 0.17807129286102957)	(30, 0.19062694602391217)	(32, 0.20028057535876423)	(34, 0.20994648406101274)	(36, 0.21873441799441418)	(38, 0.22805036472586354)	(40, 0.2404995967046435)	(42, 0.2499219646201955)	(44, 0.26066231796963446)	(46, 0.27232771699627356)	(48, 0.2821286987398831)	(50, 0.2913382242872298)	(52, 0.3021952316269352)	(54, 0.31805812774193154)	(56, 0.3294615669307795)	(58, 0.33933008519506963)	(60, 0.35001313482999175)	(62, 0.3598632340431872)	(64, 0.37071614826042704)	(66, 0.38273355581909807)	(68, 0.393649913434553)	(70, 0.4069423286412233)	(72, 0.41990524748942193)	(74, 0.42988632662151294)	(76, 0.4435839609522666)	(78, 0.4548932583244083)	(80, 0.4634130927363203)	(82, 0.47300123211172457)	(84, 0.48690352256575253)	(86, 0.5014034088997417)	(88, 0.5109854085914476)	(90, 0.5214453830520007)	(92, 0.5318275881857095)	(94, 0.5472607064418298)	(96, 0.5580256185260617)	(98, 0.5663223777636046)	(100, 0.5740624723458414)	(102, 0.5826866813806233)	(104, 0.591073489312407)	(106, 0.598396085403164)	(108, 0.6076424490527)	(110, 0.615922835800381)	(112, 0.6233129684118186)	(114, 0.6302876490930092)	(116, 0.6378005753784113)	(118, 0.6450003777952036)	(120, 0.6511666667894603)	(122, 0.6567292202200578)	(124, 0.6625271281924205)	(126, 0.6686217875435314)	(128, 0.6738896361566137)	(130, 0.6793355355969446)	(132, 0.6856778288572174)	(134, 0.691917794055853)	(136, 0.6972040617200299)	(138, 0.7016369133501528)
SRR11780538_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0003806603892903287)	(4, 0.000474802205996539)	(5, 0.0005280127980478753)	(6, 0.0005648509002372619)	(7, 0.0005812233900992116)	(8, 0.0006835514517363967)	(9, 0.00075722765611517)	(10, 0.0008370435441921744)	(12, 0.000949604411993078)	(14, 0.0012770542092320706)	(16, 0.001491943138670159)	(18, 0.001590178077841857)	(20, 0.0017252511192029415)	(22, 0.0018500913544003072)	(24, 0.0019585590997357235)	(26, 0.002071119967536627)	(28, 0.002236891427388867)	(30, 0.0024231284995685437)	(32, 0.0026502967964030953)	(34, 0.002859046042142953)	(36, 0.0031128196350031717)	(38, 0.0033645466666306473)	(40, 0.0036244599431890976)	(42, 0.003913025077005959)	(44, 0.004332570129718419)	(46, 0.004735742692568929)	(48, 0.005091844347066332)	(50, 0.005374269797184963)	(52, 0.005722185206751393)	(54, 0.006086473106179772)	(56, 0.006465086934237356)	(58, 0.006792536731476349)	(60, 0.007179336804464909)	(62, 0.007609114663341087)	(64, 0.008038892522217265)	(66, 0.009021241913934242)	(68, 0.01276235584738973)	(70, 0.12296558510817263)	(72, 0.14603237676242692)	(74, 0.14888732968210439)	(76, 0.1504488559026878)	(78, 0.15168088576479954)	(80, 0.15275533041198996)	(82, 0.1537888438345255)	(84, 0.15506794460499035)	(86, 0.15676863698940036)	(88, 0.15847137593504312)	(90, 0.16012295084986727)	(92, 0.16175201359113128)	(94, 0.1635038700063599)	(96, 0.16538875290171684)	(98, 0.16761950464540748)	(100, 0.17071185866808322)	(102, 0.17416440746772183)	(104, 0.17797919760555608)	(106, 0.18200887667282845)	(108, 0.1864642404765115)	(110, 0.19132891652674328)	(112, 0.19685667841638402)	(114, 0.2028592425120213)	(116, 0.2097479676214366)	(118, 0.21809998401226366)	(120, 0.22866637965691938)	(122, 0.24092323487982142)	(124, 0.254524680832636)	(126, 0.26995779908875633)	(128, 0.2891320312783321)	(130, 0.3149453081069284)	(132, 0.3454165583012494)	(134, 0.38182897575422536)	(136, 0.4240065561998403)	(138, 0.47493523247666736)
SRR11780538_2 - illumina_universal_adapter	(1, 0.0017477632927631222)	(2, 0.0018214394971418954)	(3, 0.0019073950689171308)	(4, 0.0020465612327437025)	(5, 0.0021243305595879634)	(6, 0.0022430311110870982)	(7, 0.0023494522951897708)	(8, 0.0025090840713437794)	(9, 0.002574574030791578)	(10, 0.0028017423276261288)	(12, 0.0031066799513049404)	(14, 0.003653111800447509)	(16, 0.005161427428979618)	(18, 0.00583679263578504)	(20, 0.0065060181588922315)	(22, 0.007261199253774657)	(24, 0.008045032205915495)	(26, 0.008898448239969619)	(28, 0.0099933584994875)	(30, 0.012046059415929435)	(32, 0.014755706488082096)	(34, 0.01776005837774985)	(36, 0.020858552084123818)	(38, 0.024161701913772156)	(40, 0.027921234898322336)	(42, 0.032454368028849635)	(44, 0.03729857846675398)	(46, 0.042891830315842525)	(48, 0.050427268774804836)	(50, 0.06003382720130377)	(52, 0.07145568544124638)	(54, 0.08366342319456256)	(56, 0.09851122493811812)	(58, 0.1179392307205541)	(60, 0.14306076985248306)	(62, 0.17407435877348112)	(64, 0.2104090068996128)	(66, 0.2532762784806624)	(68, 0.3069821383503226)	(70, 0.37672894516222805)	(72, 0.4692376060047089)	(74, 0.5882267226376605)	(76, 0.729566334493406)	(78, 0.8992467263001864)	(80, 1.1146043182605736)	(82, 1.3983436606906259)	(84, 1.76458193297381)	(86, 2.1946319844939426)	(88, 2.6860297555268)	(90, 3.2702349853421193)	(92, 3.9896585623660474)	(94, 4.86548853504118)	(96, 5.859544257009452)	(98, 6.926332718628202)	(100, 8.094890530667598)	(102, 9.430943007117204)	(104, 10.956296257911903)	(106, 12.610996271738472)	(108, 14.289587841396088)	(110, 15.996638891556241)	(112, 17.818160251147447)	(114, 19.790748528133626)	(116, 21.86283651913334)	(118, 23.89870446943596)	(120, 25.87435849514879)	(122, 27.8955689739025)	(124, 29.99774550814601)	(126, 32.15463071726323)	(128, 34.25520888718397)	(130, 36.24082147985533)	(132, 38.20609739355692)	(134, 40.21144497619562)	(136, 42.25046872391914)	(138, 44.2299436794535)
SRR11780538_2 - polya	(1, 0.011198783065573542)	(2, 0.02074394465509017)	(3, 0.024959860794542196)	(4, 0.03140652867768486)	(5, 0.036195481962305126)	(6, 0.04069791667434127)	(7, 0.045601477387995186)	(8, 0.0562558751656589)	(9, 0.0684411007454149)	(10, 0.08219603879068532)	(12, 0.09274401538424637)	(14, 0.10873993797937115)	(16, 0.13025134309674022)	(18, 0.1446468548078594)	(20, 0.16054658902504526)	(22, 0.1768597286112453)	(24, 0.19246066488845054)	(26, 0.21178224948678384)	(28, 0.22793575729682988)	(30, 0.2430291463883147)	(32, 0.2553330725195698)	(34, 0.2680504040198392)	(36, 0.27896266851282864)	(38, 0.290042751026903)	(40, 0.30492125118894975)	(42, 0.3162878522756083)	(44, 0.32865522180507845)	(46, 0.34167135124532844)	(48, 0.35250379985024083)	(50, 0.3634917871088418)	(52, 0.37645675251827315)	(54, 0.39505794756268064)	(56, 0.4090216348536909)	(58, 0.42083438628908754)	(60, 0.43303598435870555)	(62, 0.4442818383326322)	(64, 0.456524367626905)	(66, 0.46936858592360453)	(68, 0.48146785593158525)	(70, 0.49605369783734965)	(72, 0.5101954359556087)	(74, 0.520964441162306)	(76, 0.5349199422083852)	(78, 0.5470826556145811)	(80, 0.5566237240816323)	(82, 0.5670755122972544)	(84, 0.5821402495314807)	(86, 0.5980256578200374)	(88, 0.6085265635052453)	(90, 0.6202124281442118)	(92, 0.6317079625885332)	(94, 0.6472208967327304)	(96, 0.6579551103984712)	(98, 0.6666755078111921)	(100, 0.675236273447759)	(102, 0.6842002116471764)	(104, 0.6932480588571364)	(106, 0.7015796096356359)	(108, 0.7115177109818394)	(110, 0.7202033168536037)	(112, 0.7278717817926943)	(114, 0.7355975504463018)	(116, 0.7434481593351067)	(118, 0.7516896614193656)	(120, 0.7587523442335641)	(122, 0.7650700787590439)	(124, 0.7720222472666742)	(126, 0.7787145024977461)	(128, 0.7848910242981666)	(130, 0.7915177895697907)	(132, 0.7989795518243743)	(134, 0.8063451257010188)	(136, 0.8128879819621004)	(138, 0.8186981693018598)
SRR11780538_2 - polyg	(1, 0.19583544436124492)	(2, 0.19716570916252832)	(3, 0.19725166473430356)	(4, 0.19740720338799206)	(5, 0.19751362457209473)	(6, 0.1976241388786629)	(7, 0.197759211920024)	(8, 0.1980170786353497)	(9, 0.19851643957613915)	(10, 0.19906082486404897)	(12, 0.20019871290945446)	(14, 0.2009579871268024)	(16, 0.20118515542363696)	(18, 0.20135911312842014)	(20, 0.20154535020059983)	(22, 0.20179707723222734)	(24, 0.20200377991673443)	(26, 0.20223504133603448)	(28, 0.2025133736636876)	(30, 0.20279989223627173)	(32, 0.2030229674106408)	(34, 0.2032583219524063)	(36, 0.20351823522896478)	(38, 0.20385387127113475)	(40, 0.20424067134412327)	(42, 0.20473389260121452)	(44, 0.2051411582865305)	(46, 0.2055238652370536)	(48, 0.205879966891551)	(50, 0.2062729066482378)	(52, 0.20666584640492458)	(54, 0.2071365554884556)	(56, 0.20762773018431413)	(58, 0.2081189048801726)	(60, 0.20879631664821077)	(62, 0.20956173054925692)	(64, 0.21109665147381468)	(66, 0.2126315723983725)	(68, 0.21413374834320636)	(70, 0.21606160902445093)	(72, 0.21821049831883182)	(74, 0.22033892200088528)	(76, 0.22264744307142015)	(78, 0.22533662453124537)	(80, 0.22827343990023258)	(82, 0.23141081827002868)	(84, 0.2350270919682868)	(86, 0.23911816787254148)	(88, 0.2442755021790556)	(90, 0.2499137783752645)	(92, 0.2562212800945806)	(94, 0.2645180393321236)	(96, 0.27416348242204464)	(98, 0.2867355080747892)	(100, 0.3012988378069934)	(102, 0.3186639098668237)	(104, 0.34017736154542555)	(106, 0.368313485373186)	(108, 0.4025360823071261)	(110, 0.44505134535614377)	(112, 0.5019416545039532)	(114, 0.5718501396532454)	(116, 0.6552290908364566)	(118, 0.7600703296674509)	(120, 0.899099373891429)	(122, 1.0650673036220122)	(124, 1.2720790188752704)	(126, 1.5015374177292617)	(128, 1.776093839907993)	(130, 2.1270709050786074)	(132, 2.5402245470612073)	(134, 3.017685236099081)	(136, 3.540029059532256)	(138, 4.135095389809746)
SRR11780539_1 - illumina_universal_adapter	(1, 0.0009950499088816462)	(2, 0.0010277231894717897)	(3, 0.0012059410835998459)	(4, 0.001651485818919986)	(5, 0.0017762383448096252)	(6, 0.0019396047477603432)	(7, 0.0020910899577691907)	(8, 0.0022871296413100525)	(9, 0.0025039614124991874)	(10, 0.003011882410764147)	(12, 0.0036668331716847528)	(14, 0.004575744431737839)	(16, 0.005719309252392864)	(18, 0.006880695862460697)	(20, 0.007875745771342342)	(22, 0.008970300671112152)	(24, 0.010112380342649446)	(26, 0.011138618383003503)	(28, 0.012643074439267842)	(30, 0.015068322948527137)	(32, 0.019017334452581313)	(34, 0.023688128427854116)	(36, 0.028201496596647134)	(38, 0.03303120152751745)	(40, 0.03841932252665568)	(42, 0.04521833518764102)	(44, 0.05255200153101052)	(46, 0.06099507426532717)	(48, 0.07126785071269187)	(50, 0.08390201425725331)	(52, 0.09891687183754203)	(54, 0.11581638364823495)	(56, 0.13507876770524235)	(58, 0.1596074905337338)	(60, 0.1898035423954974)	(62, 0.2264837553052868)	(64, 0.2705154563478585)	(66, 0.3225521111350154)	(68, 0.38732540475585736)	(70, 0.4689789032488617)	(72, 0.5734056783131961)	(74, 0.7038582065166977)	(76, 0.8610953990585284)	(78, 1.0513920109611132)	(80, 1.2875544830666714)	(82, 1.5854531188473056)	(84, 1.959663171744456)	(86, 2.4013509748058413)	(88, 2.912714548725708)	(90, 3.518959844330234)	(92, 4.246691822914503)	(94, 5.1126763328686105)	(96, 6.094570790865371)	(98, 7.167334097630674)	(100, 8.34394051585704)	(102, 9.657283128204043)	(104, 11.127114417937538)	(106, 12.710501694362074)	(108, 14.345829090881116)	(110, 16.02584165405453)	(112, 17.791394350962065)	(114, 19.665067388789733)	(116, 21.61662313150048)	(118, 23.550322926368715)	(120, 25.450862311736188)	(122, 27.373133884143456)	(124, 29.340056464775397)	(126, 31.342584010355885)	(128, 33.30826352117628)	(130, 35.19589844585977)	(132, 37.04731652415819)	(134, 38.9067053977715)	(136, 40.782405664144875)	(138, 42.61754056751647)
SRR11780539_1 - polya	(1, 0.004954457456759958)	(2, 0.009190102740536756)	(3, 0.01090693512063703)	(4, 0.014263372126715418)	(5, 0.01641683834742943)	(6, 0.0186653541116784)	(7, 0.02110693926123277)	(8, 0.028333674868125443)	(9, 0.037238628978057305)	(10, 0.04641090992918126)	(12, 0.05214804097098692)	(14, 0.06144061900064732)	(16, 0.07487676306878502)	(18, 0.08326785558398098)	(20, 0.09250399794716749)	(22, 0.10317182405984937)	(24, 0.11198618407359948)	(26, 0.1230817331321887)	(28, 0.13315995504513026)	(30, 0.1420946121374168)	(32, 0.1499510509702286)	(34, 0.15789808389922216)	(36, 0.16516046308494048)	(38, 0.17245700070036662)	(40, 0.18178225201061715)	(42, 0.18977829486049594)	(44, 0.19867285292660367)	(46, 0.20809760922774234)	(48, 0.21594365201673002)	(50, 0.22408969492749992)	(52, 0.23381890679777406)	(54, 0.24697584283177776)	(56, 0.25714614399001884)	(58, 0.26600505847730094)	(60, 0.2752694186737244)	(62, 0.2840615014507085)	(64, 0.29406398075864565)	(66, 0.30515210407164617)	(68, 0.31501349421339864)	(70, 0.32641646913935873)	(72, 0.337070928909981)	(74, 0.3455466749248879)	(76, 0.35633479811610613)	(78, 0.3654447028042853)	(80, 0.3730367850941405)	(82, 0.3808338179622429)	(84, 0.3919620403014223)	(86, 0.4041714511983119)	(88, 0.4126679893008669)	(90, 0.42262888443350755)	(92, 0.4319170070158147)	(94, 0.4447412696474461)	(96, 0.45358384749443315)	(98, 0.4609293950307445)	(100, 0.4680670216905731)	(102, 0.47552841085806774)	(104, 0.48263187908818855)	(106, 0.489285347135636)	(108, 0.49704228097755965)	(110, 0.5037432737967745)	(112, 0.5101591179853846)	(114, 0.5161977342980901)	(116, 0.5222764496369745)	(118, 0.5285734818961659)	(120, 0.5343729892009164)	(122, 0.5395398229815123)	(124, 0.544902696445649)	(126, 0.5504571541459735)	(128, 0.5559522058815884)	(130, 0.5617591389319276)	(132, 0.5681571613311249)	(134, 0.5739447874429335)	(136, 0.5791101360744116)	(138, 0.5837096428920332)
SRR11780539_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0005168318929713625)	(4, 0.0006326735241545989)	(5, 0.0006950497870994185)	(6, 0.0007247527694540946)	(7, 0.0007782181376925114)	(8, 0.0008435646988727986)	(9, 0.0009029706635821506)	(10, 0.0009905944615284448)	(12, 0.001130198478595422)	(14, 0.0014881194159692677)	(16, 0.0017346541695130787)	(18, 0.001850495800696315)	(20, 0.001972278028350487)	(22, 0.0021133671945351975)	(24, 0.00224703061513124)	(26, 0.0023732682901386128)	(28, 0.0025099020089701224)	(30, 0.002668812964567639)	(32, 0.002845545709577961)	(34, 0.003040100244001089)	(36, 0.0032955458922513028)	(38, 0.0035836648210916602)	(40, 0.0038881203902270895)	(42, 0.00420891259965759)	(44, 0.0046188137561521195)	(46, 0.004964853500584095)	(48, 0.005340596227370746)	(50, 0.005704457761215527)	(52, 0.006083170786237646)	(54, 0.006463368960377499)	(56, 0.006898517651873502)	(58, 0.0073262405977808365)	(60, 0.007843072490752199)	(62, 0.008432676690492517)	(64, 0.00914851856524021)	(66, 0.010030697141174088)	(68, 0.013296540051070713)	(70, 0.07958468577200115)	(72, 0.0872940948421573)	(74, 0.08931241249315755)	(76, 0.09063419520794064)	(78, 0.09185053233536461)	(80, 0.09320201803250236)	(82, 0.09462627603640908)	(84, 0.09626439551326947)	(86, 0.09820994085750075)	(88, 0.10028469417497486)	(90, 0.10215598206331945)	(92, 0.10418024031079062)	(94, 0.10627875601414848)	(96, 0.10837727171750633)	(98, 0.11095400543677449)	(100, 0.11442331377580064)	(102, 0.11913272162813451)	(104, 0.12482232789817271)	(106, 0.13060104311527493)	(108, 0.13676738225210566)	(110, 0.14331688986131172)	(112, 0.15111986332588512)	(114, 0.15976046089286036)	(116, 0.16944363314048475)	(118, 0.18081244963673698)	(120, 0.19468671269460613)	(122, 0.21087483807790458)	(124, 0.22932484556751156)	(126, 0.24998029949695327)	(128, 0.27546100290991204)	(130, 0.3073055702923602)	(132, 0.34440905070070377)	(134, 0.38926500950361775)	(136, 0.441628397096676)	(138, 0.5051274327745023)
SRR11780539_2 - illumina_universal_adapter	(1, 0.001009901400058984)	(2, 0.0010425746806491279)	(3, 0.0012356440659545217)	(4, 0.0016752482048037268)	(5, 0.0018118819236352364)	(6, 0.0019693077301150192)	(7, 0.0021148523436529316)	(8, 0.002299010834251923)	(9, 0.00251287230720559)	(10, 0.003019308156352816)	(12, 0.0036920807066862277)	(14, 0.0046113880105634495)	(16, 0.006032675716234697)	(18, 0.0071792108351251905)	(20, 0.008186141936948707)	(22, 0.009305944371719992)	(24, 0.010507430007966636)	(26, 0.01162277699538472)	(28, 0.013179213270769742)	(30, 0.015665352893856125)	(32, 0.019713869388798468)	(34, 0.02452278223202051)	(36, 0.029241100979060797)	(38, 0.03422080597082222)	(40, 0.03972773889937916)	(42, 0.04669605855978615)	(44, 0.054173784367575833)	(46, 0.06269259970689692)	(48, 0.07302923756632416)	(50, 0.0857510249088319)	(52, 0.1008134072608881)	(54, 0.11788519636923814)	(56, 0.13734807555713957)	(58, 0.1621218479900571)	(60, 0.19257928609654187)	(62, 0.2295194001019347)	(64, 0.2736476358371591)	(66, 0.3257808253169687)	(68, 0.3906046140078136)	(70, 0.472090290650514)	(72, 0.5762616200665982)	(74, 0.7065893957442102)	(76, 0.8635562911466133)	(78, 1.0535024078574131)	(80, 1.2892341867188284)	(82, 1.5866486638870814)	(84, 1.9598250529982888)	(86, 2.4001702812572425)	(88, 2.9098110822005383)	(90, 3.514128654250246)	(92, 4.240114097472059)	(94, 5.102501576263016)	(96, 6.079627220442733)	(98, 7.148380624590154)	(100, 8.32042020927949)	(102, 9.628774205740024)	(104, 11.091653512453405)	(106, 12.667323954062198)	(108, 14.292157286915334)	(110, 15.960771330610145)	(112, 17.712627982353933)	(114, 19.570929726813056)	(116, 21.504267145296563)	(118, 23.41970703176226)	(120, 25.30387413325584)	(122, 27.209771936640095)	(124, 29.158308371194487)	(126, 31.137960164914524)	(128, 33.0813446171795)	(130, 34.948422107775315)	(132, 36.779307999521066)	(134, 38.61743102291754)	(136, 40.468246130674174)	(138, 42.27789439003634)
SRR11780539_2 - polya	(1, 0.005845546927400238)	(2, 0.010832677664750339)	(3, 0.01327129251606924)	(4, 0.017364363484543593)	(5, 0.019981196229990547)	(6, 0.022954464763693616)	(7, 0.026195060138588768)	(8, 0.03372476616549914)	(9, 0.043505958254893944)	(10, 0.05428517055140587)	(12, 0.061745074569782746)	(14, 0.07274705923395473)	(16, 0.08783023367365922)	(18, 0.09739756429010035)	(20, 0.108155984498964)	(22, 0.12012331608966297)	(24, 0.13094262741235368)	(26, 0.143772830640456)	(28, 0.1547451123222733)	(30, 0.16502531451522667)	(32, 0.17417234793134917)	(34, 0.18341146059277114)	(36, 0.19186492937091193)	(38, 0.2000495861587429)	(40, 0.2102882041763997)	(42, 0.2191589998566237)	(44, 0.22855256802628998)	(46, 0.23888178014012856)	(48, 0.24735010040944672)	(50, 0.2562223812387884)	(52, 0.26699565293882943)	(54, 0.2818946688879349)	(56, 0.2933793270153704)	(58, 0.30316200425388296)	(60, 0.31296844387827916)	(62, 0.32251795270530753)	(64, 0.3332511253791697)	(66, 0.3447105359716037)	(68, 0.3553293521634004)	(70, 0.36713480250026637)	(72, 0.3784560942247511)	(74, 0.3872838205805609)	(76, 0.39868976580475646)	(78, 0.40882739368240734)	(80, 0.4168902682425841)	(82, 0.4252397765824836)	(84, 0.4368061179113944)	(86, 0.449651172630674)	(88, 0.45911899825622704)	(90, 0.46982840854420543)	(92, 0.4793496995379969)	(94, 0.49249623952817645)	(96, 0.5020219859693211)	(98, 0.5097536722762432)	(100, 0.5170175366110792)	(102, 0.5246660545674082)	(104, 0.5323323943131502)	(106, 0.5394759615694498)	(108, 0.5477913114796413)	(110, 0.5550269579812404)	(112, 0.5615749804413287)	(114, 0.5679670622440549)	(116, 0.5742002330911837)	(118, 0.5806116218324406)	(120, 0.5868121193989791)	(122, 0.5925626167828444)	(124, 0.5985878667534905)	(126, 0.6051358892135787)	(128, 0.6110423272548061)	(130, 0.6175012407678304)	(132, 0.6244799564720616)	(134, 0.6312715433874583)	(136, 0.6373918429016392)	(138, 0.6430547164875582)
